0.729940788,0.285714286,0.428571429
0.272165527,0.76291005,0.6172134
0.40824829,0.3086067,0.76291005
0.544331054,0.3986067,0.3086067
0.180413817,0.55430335,0.6172134
0.755928946,0.142857143,0.571428571
0.544331054,0.15430335,0.46291005
0.680413817,0.15430335,0.6172134
0.503952631,0.428571429,0.428571429
0.40824829,0.6172134,0.3086067
0.544331054,0.15430335,0.77151675
0.544331054,0.3086067,0.46291005
0.544331054,0.15430335,0.46291005
0.680413817,0.3086067,0.15430335
0.503952631,0.285714286,0.857142857
0.272165527,0.6172134,0.46291005
0.272165527,0.3086067,0.77151675
0.680413817,0.15430335,0.6172134
0.680413817,0.3086067,0.46291005
0.544331054,0.6172134,0.3086067
0.503952631,0.714285714,0.285714286
0.503952631,0.571428571,0.571428571
0.272165527,0.6172134,0.6172134
0.544331054,0.6172134,0.15430335
0.629940788,0.142857143,0.714285714
0.544331054,0.46291005,0.46291005
0.503952631,0.428571429,0.571428571
